nombre_peli,nombre_actxr,conocido_por,year_nacimiento,profesiones_string,premios
You Have the Right to Remain Violent,Casey Skinner,"['Jonathan Van Ness despierta tu curiosidad', 'You Have the Right to Remain Violent']",N/A,"Producción, Reparto, Guion",N/A
You Have the Right to Remain Violent,Devyn Maggio,['You Have the Right to Remain Violent'],1996,Reparto,N/A
You Have the Right to Remain Violent,Harley Kaplan,"['Blue Ruin', 'The Comedy']",agosto,"Dirección de casting, Casting, Reparto",1 nominación
You Have the Right to Remain Violent,Jillie Simon,"['Una mente maravillosa', 'Confess']",N/A,"Reparto, Guion, Producción",32 premios y 22 nominaciones
You Have the Right to Remain Violent,Mike O'Brien,"['Seduciendo a un extraño', 'You Have the Right to Remain Violent']",N/A,Reparto,N/A
You Have the Right to Remain Violent,Giada Hansen,"['You Have the Right to Remain Violent', 'The Crack Down']",N/A,Reparto,Giada Elena Hansen
You Have the Right to Remain Violent,Michael Joseph Donovan,"['Clifford, el gran perro rojo', 'Ray Donovan']",N/A,Reparto,N/A
Kalamity,Nick Stahl,"['Sin City: Ciudad del pecado', 'Terminator 3: La rebelión de las máquinas']",1979,"Reparto, Producción, Dirección de la segunda unidad o asistencia a dirección",4 premios y 9 nominaciones
Kalamity,Jonathan Jackson,"['Nashville', 'Insomnio']",1982,"Reparto, Dirección, Producción",16 premios y 13 nominaciones
Kalamity,Christopher M. Clark,"['Kalamity', 'Trip Out']",N/A,Reparto,N/A
Kalamity,Beau Garrett,"['Tron: Legacy', 'Los 4 Fantásticos y Silver Surfer']",1982,"Reparto, Banda sonora",N/A
Kalamity,Alona Tal,"['La trama (Broken City)', 'Veronica Mars']",1983,"Reparto, Producción, Banda sonora",N/A
Kalamity,Robert Forster,"['Jackie Brown', 'Los descendientes']",1941,"Reparto, Producción, Dirección",4 premios y 14 nominaciones en total
Kalamity,Patricia Kalember,"['Señales', 'Sin límites']",1956,Reparto,N/A
Kalamity,Samantha Hanratty,"['Yellowjackets', 'Shameless']",1995,"Reparto, Producción, Dirección",1 premio y 5 nominaciones
Ae Bhaujee Ke Sister,Christopher M. Clark,"['Kalamity', 'Trip Out']",N/A,Reparto,N/A
Ae Bhaujee Ke Sister,Beau Garrett,"['Tron: Legacy', 'Los 4 Fantásticos y Silver Surfer']",1982,"Reparto, Banda sonora",N/A
Ae Bhaujee Ke Sister,Alona Tal,"['La trama (Broken City)', 'Veronica Mars']",1983,"Reparto, Producción, Banda sonora",N/A
Ae Bhaujee Ke Sister,Robert Forster,"['Jackie Brown', 'Los descendientes']",1941,"Reparto, Producción, Dirección",4 premios y 14 nominaciones en total
Ae Bhaujee Ke Sister,Patricia Kalember,"['Señales', 'Sin límites']",1956,Reparto,N/A
Code Blue,Vincent Pastore,"['Los Soprano', 'Revolver de Guy Ritchie']",1946,"Reparto, Producción",10 premios y 5 nominaciones
Code Blue,Sal Rendino,"['Ley y orden: Unidad de Víctimas Especiales', 'Bloodline Killer']",N/A,"Reparto, Guion, Banda sonora",5 premios y 2 nominaciones
Code Blue,Gano Grills,"['Hannibal', 'Ghost Dog, el camino del samurái']",N/A,"Reparto, Producción, Especialistas","1,85 m"
Code Blue,Jade Scott Yorker,"['La vida en juego', 'Una mala jugada']",1985,Reparto,1 nominación
Code Blue,Sundy Carter,"['Se montó la gorda', 'Next Day Air']",N/A,Reparto,N/A
Code Blue,J.D. Williams,"['Pootie Tang', 'The Kill Point']",1978,Reparto,N/A
Code Blue,Rell,"['Propiedad estatal', 'Code Blue']",1976,"Reparto, Banda sonora",N/A
Code Blue,A. Lee Lee,['Code Blue'],N/A,"Producción, Reparto, Guion",N/A
Carmen's Kiss,Hugo Speer,"['Los mosqueteros', 'Sombra y hueso']",1968,"Reparto, Dirección, Producción",3 premios y 1 nominación
Carmen's Kiss,Vivienne Harvey,"['Harlots: Cortesanas', 'Mrs Sidhu Investigates']",1982,"Guion, Producción, Reparto",2 premios
Carmen's Kiss,Jon-Paul Gates,"['The Howling', 'Haunted']",N/A,"Reparto, Producción, Dirección",1 premio y 3 nominaciones
Carmen's Kiss,Bruce Payne,"['Pasajero 57', 'Los inmortales: Juego final']",noviembre,"Reparto, Producción, Guion",1 nominación
Carmen's Kiss,Martin Kove,"['Karate Kid (El momento de la verdad)', 'Karate Kid III: El desafío final']",1947,"Reparto, Producción, Dirección",9 premios y 3 nominaciones
Carmen's Kiss,Alexander Hathaway,"['Casino Royale', 'El caballero oscuro']",1975,"Reparto, Dirección, Guion",N/A
Carmen's Kiss,Lauren Maddox,"['Filth, el sucio', 'Shadows from the Sky']",N/A,"Reparto, Producción","1,71 m"
O Sonho de Inacim - O Aprendiz do Padre Rolim,José Wilker,"['Senhora do Destino', 'O Homem da Capa Preta']",1946,"Reparto, Dirección, Producción",12 premios y 11 nominaciones
O Sonho de Inacim - O Aprendiz do Padre Rolim,Gabriel Batistuta,['O Sonho de Inacim - O Aprendiz do Padre Rolim'],N/A,Reparto,N/A
O Sonho de Inacim - O Aprendiz do Padre Rolim,José Dumont,"['O Homem que Virou Suco', 'A Hora da Estrela']",1950,Reparto,21 premios y 8 nominaciones
O Sonho de Inacim - O Aprendiz do Padre Rolim,Marcelia Cartaxo,"['A Hora da Estrela', 'Pacarrete']",1963,"Reparto, Dirección, Equipos adicionales",19 premios y 5 nominaciones
O Sonho de Inacim - O Aprendiz do Padre Rolim,Zezita Matos,"['Pacarrete', 'Desierto Particular']",1941,"Reparto, Equipos adicionales",N/A
O Sonho de Inacim - O Aprendiz do Padre Rolim,Francisquinha Oliveira,['O Sonho de Inacim - O Aprendiz do Padre Rolim'],N/A,Reparto,N/A
O Sonho de Inacim - O Aprendiz do Padre Rolim,Geraldo Bernardo,['O Sonho de Inacim - O Aprendiz do Padre Rolim'],N/A,Reparto,N/A
O Sonho de Inacim - O Aprendiz do Padre Rolim,Edilson Alves,['O Sonho de Inacim - O Aprendiz do Padre Rolim'],N/A,Reparto,N/A
Pravosudie volkov,Aleksandr Abdulov,"['O lyubvi', 'Bremenskie muzykanty']",1953,"Reparto, Guion, Dirección",4 premios y 3 nominaciones
Pravosudie volkov,Natalya Arinbasarova,"['El primer maestro', 'Dzhamilya']",1946,Reparto,1 premio
Pravosudie volkov,Senta Auth,"['En el lugar del crimen', 'Pravosudie volkov']",1974,Reparto,N/A
Pravosudie volkov,Yury Belyayev,"['Moonzund', 'Russkiy bunt']",1947,Reparto,1 nominación
Pravosudie volkov,Vladimir Dolinskiy,"['Loca academia de policía: Misión en Moscú', 'Krasnaya ploshchad']",1944,Reparto,N/A
Pravosudie volkov,Robert Giggenbach,"['In aller Freundschaft', 'In aller Freundschaft - Die jungen Ärzte']",1954,Reparto,N/A
Pravosudie volkov,Igor Lifanov,"['Guardianes del día', 'Brat']",1965,Reparto,I.Lifanov
Pravosudie volkov,Boguslaw Linda,"['Psy', 'El azar']",1952,"Reparto, Dirección, Guion",5 premios y 4 nominaciones
Sajal Ehtidhar,Amira Chalbi,['Sajal Ehtidhar'],N/A,Reparto,N/A
Sajal Ehtidhar,Ahmed Hafiene,"[""Poupées d'argile"", 'Fatwa']",1966,Reparto,2 premios y 2 nominaciones
Blue Valentine,Ryan Gosling,"['Blue Valentine', 'La ciudad de las estrellas. La La Land']",1980,"Reparto, Producción, Dirección",57 premios y 219 nominaciones en total
Blue Valentine,Michelle Williams,"['Blue Valentine', 'Mi semana con Marilyn']",1980,"Reparto, Producción, Música",55 premios y 179 nominaciones en total
Blue Valentine,Faith Wladyka,"['Blue Valentine', 'Sólo se vive una vez']",2004,Reparto,1 nominación
Blue Valentine,John Doman,"['The Wire (Bajo escucha)', 'The Affair']",1945,Reparto,1 premio y 1 nominación
Blue Valentine,Mike Vogel,"['Criadas y señoras', 'Monstruoso']",1979,"Reparto, Producción, Banda sonora",9 premios y 5 nominaciones
Blue Valentine,Marshall Johnson,['Blue Valentine'],N/A,Reparto,N/A
Blue Valentine,Jen Jones,"['Blue Valentine', 'Asfixia']",N/A,Reparto,N/A
Blue Valentine,Maryann Plunkett,"['Mujercitas', 'Blue Valentine']",1952,"Reparto, Banda sonora",1 premio y 1 nominación
Detective Dee y el misterio de la llama fantasma,Tony Ka Fai Leung,"['Election', 'El amante']",1958,"Reparto, Producción, Dirección",17 premios y 42 nominaciones
Detective Dee y el misterio de la llama fantasma,Chao Deng,"['Sombra', 'Zhong Guo ping pang zhi jue di fan ji']",1979,"Reparto, Dirección, Sonido",14 premios y 26 nominaciones
Detective Dee y el misterio de la llama fantasma,Carina Lau,"['Detective Dee y el misterio de la llama fantasma', 'Días salvajes']",1964,"Reparto, Producción",7 premios y 21 nominaciones
Detective Dee y el misterio de la llama fantasma,Bingbing Li,"['Transformers: La era de la extinción', 'Megalodón']",1973,"Reparto, Producción, Efectos visuales",20 premios y 15 nominaciones
Detective Dee y el misterio de la llama fantasma,Andy Lau,"['Juego sucio', 'Juego sucio 3']",1961,"Reparto, Producción, Arte",29 premios y 59 nominaciones
Detective Dee y el misterio de la llama fantasma,Jean-Michel Casanova,"['Detective Dee y el misterio de la llama fantasma', 'Fall']",N/A,"Reparto, Localización, Especialistas",Michel
Detective Dee y el misterio de la llama fantasma,Sos Haroyan,['Detective Dee y el misterio de la llama fantasma'],N/A,Reparto,N/A
Detective Dee y el misterio de la llama fantasma,Jialin Zhao,"['Detective Dee y el misterio de la llama fantasma', 'Scarlet Heart']",1975,Reparto,N/A
Pankh,Bipasha Basu,"['Ajnabee', 'Race']",1979,"Reparto, Música, Banda sonora",24 premios y 49 nominaciones
Pankh,Lillete Dubey,"['El exótico Hotel Marigold', 'Kal Ho Naa Ho']",1953,"Reparto, Dirección, Guion",3 nominaciones
Pankh,Mahesh Manjrekar,"['Kaante', 'Slumdog Millionaire']",1953,"Guion, Producción, Reparto",5 premios y 16 nominaciones
Pankh,Maradona Rebello,"['Dunno Y Na Jaane Kyun...', 'Pankh']",N/A,Reparto,N/A
Pankh,Amit Purohit,"[""Shobhna's Seven Nights"", 'Aalaap']",2019,Reparto,N/A
Pankh,Ronit Roy,"['2 States', 'Kaabil']",1965,"Reparto, Equipos adicionales, Dirección de la segunda unidad o asistencia a dirección",27 premios y 27 nominaciones
Pankh,Sanjeeda Sheikh,"['Ek Hasina Thi', 'Taish']",1984,Reparto,4 premios y 5 nominaciones
Pankh,Bharat Kaul,"['Zulfiqar', 'Pita']",N/A,Reparto,N/A
Love Ranch,Helen Mirren,"['The Queen (La reina)', 'Gosford Park']",1945,"Reparto, Producción, Dirección",136 premios y 149 nominaciones en total
Love Ranch,Joe Pesci,"['Uno de los nuestros', 'Toro salvaje']",1943,"Reparto, Banda sonora",34 premios y 64 nominaciones en total
Love Ranch,Sergio Peris-Mencheta,"['Resident Evil: Ultratumba', 'Rambo: Last Blood']",1975,"Reparto, Dirección",1 premio y 3 nominaciones
Love Ranch,Gina Gershon,"['Lazos ardientes', 'Killer Joe']",1962,"Reparto, Producción, Guion",2 premios y 8 nominaciones
Love Ranch,Taryn Manning,"['Orange Is the New Black', 'Hustle & Flow']",noviembre,"Reparto, Producción, Banda sonora",5 premios y 6 nominaciones
Love Ranch,Scout Taylor-Compton,"['Halloween: El origen', 'Halloween 2']",1989,"Reparto, Equipos adicionales, Dirección",2 premios y 7 nominaciones
Love Ranch,Bai Ling,"['El laberinto rojo', 'El cuervo']",octubre,"Reparto, Dirección, Producción",20 premios y 7 nominaciones
Love Ranch,Elise Neal,"['Hustle & Flow', 'Scream 2']",1966,"Reparto, Producción",4 nominaciones
Burlesque,Cher,"['Hechizo de luna', 'Burlesque']",1946,"Music Artist, Reparto, Producción",53 premios y 91 nominaciones en total
Burlesque,Christina Aguilera,"['The Voice', 'Burlesque']",1980,"Music Artist, Reparto, Composición",34 premios y 116 nominaciones
Burlesque,Eric Dane,"['X-Men: La decisión final', 'Anatomía de Grey']",1972,"Reparto, Producción, Banda sonora",4 premios y 6 nominaciones
Burlesque,Cam Gigandet,"['Crepúsculo', 'Rompiendo las reglas']",1982,"Reparto, Banda sonora",5 premios y 2 nominaciones
Burlesque,Julianne Hough,"['Rock of Ages. La era del Rock', 'Un lugar donde refugiarse']",1988,"Reparto, Producción, Equipos adicionales",6 premios y 7 nominaciones en total
Burlesque,Alan Cumming,"['The Anniversary Party', 'GoldenEye']",1965,"Reparto, Producción, Dirección",12 premios y 33 nominaciones en total
Burlesque,Peter Gallagher,"['American Beauty', 'The O.C.']",1955,"Reparto, Guion, Banda sonora",4 premios y 5 nominaciones
Burlesque,Kristen Bell,"['Frozen: El reino del hielo', 'Veronica Mars']",1980,"Reparto, Producción, Guion",18 premios y 62 nominaciones
Morning Glory,Rachel McAdams,"['El diario de Noa', 'Chicas malas']",1978,"Reparto, Banda sonora",30 premios y 91 nominaciones en total
Morning Glory,Noah Bean,"['12 monos', 'Nikita']",agosto,"Reparto, Dirección, Edición",1 premio
Morning Glory,Jack Davidson,"['Morning Glory', 'Footloose']",N/A,Reparto,N/A
Morning Glory,Vanessa Aspillaga,"['Morning Glory', 'Dejar el mundo atrás']",1972,Reparto,N/A
Morning Glory,Jeff Hiller,"['Somebody Somewhere', 'Nightcap']",diciembre,"Reparto, Guion, Producción",7 nominaciones
Morning Glory,Linda Powell,"['The Report', 'Chicago Fire']",1966,Reparto,N/A
Morning Glory,Mike Hydeck,"['Morning Glory', 'Spider-Man Lives: A Miles Morales Story']",N/A,Reparto,N/A
Morning Glory,Joseph J. Vargas,['Morning Glory'],N/A,Reparto,"1,80 m"
Luna de otoño,Ernest Borgnine,"['Marty', '1997: Rescate en Nueva York']",1917,"Reparto, Producción, Banda sonora",20 premios y 10 nominaciones en total
Luna de otoño,Piper Laurie,"['El buscavidas', 'Carrie']",1932,"Reparto, Dirección, Banda sonora",11 premios y 24 nominaciones en total
Luna de otoño,Anne Meara,"['Pesos pesados', 'Noche en el museo']",1929,"Reparto, Producción, Guion",3 premios y 6 nominaciones en total
Luna de otoño,Doris Roberts,"['Todo el mundo quiere a Raymond', 'Play Boy: el rey del mando']",1925,"Reparto, Dirección, Equipos adicionales",15 premios y 22 nominaciones en total
Luna de otoño,Richard Schiff,"['El hombre de acero', 'El mundo perdido: Jurassic Park']",1955,"Reparto, Dirección, Producción",6 premios y 11 nominaciones en total
Luna de otoño,Cybill Shepherd,"['Cybill', 'Luz de luna']",1950,"Reparto, Producción, Guion",13 premios y 15 nominaciones en total
Luna de otoño,Sunkrish Bala,"['Castle', 'The Walking Dead']",1984,"Reparto, Producción",1 nominación
Luna de otoño,Amber Benson,"['Chance', 'Veneno en la piel']",1977,"Reparto, Guion, Dirección",2 premios y 2 nominaciones
Sisanje,Nikola Rakocevic,"['Travelator', 'Krugovi']",1983,Reparto,N/A
Sisanje,Viktor Savic,"['Montevideo, Bog te video!', 'Montevideo, Bog te video!']",1983,"Reparto, Guion","1,91 m"
Sisanje,Bojana Novakovic,"['Al límite', 'La trampa del mal']",1981,"Reparto, Dirección, Guion",1 premio y 7 nominaciones
Sisanje,Natasa Tapuskovic,"['Lajanje na zvezde', 'La vida es un milagro']",1975,Reparto,Natasa Solak
Sisanje,Nikola Kojo,"['Cudne ljubavi', 'Stado']",1967,"Reparto, Dirección, Producción",2 premios y 3 nominaciones
Sisanje,Dragan Micanovic,"['Layer Cake: Crimen organizado', 'Coriolanus']",1970,Reparto,1 nominación
Sisanje,Srdjan Miletic,"['Mile vs. tranzicija', 'Toma']",1968,"Reparto, Guion",N/A
Sisanje,Milos Tanaskovic,"['Klan', 'Beneath the Houses']",1982,Reparto,N/A
Radio Free Albemuth,Shea Whigham,"['Take Shelter', 'Splinter']",1969,"Reparto, Producción",7 premios y 11 nominaciones
Radio Free Albemuth,Jonathan Scarfe,"['The Equalizer 2', 'Van Helsing']",1975,"Reparto, Producción, Dirección",7 premios y 8 nominaciones
Radio Free Albemuth,Michael Rothhaar,"['The Nutty Professor (El profesor chiflado)', 'Modern Family']",1953,Reparto,N/A
Radio Free Albemuth,Katheryn Winnick,"['Vikingos', 'Big Sky']",1977,"Reparto, Producción, Dirección",3 premios y 9 nominaciones
Radio Free Albemuth,Scott Wilson,"['La novena configuración', 'A sangre fría']",1942,Reparto,4 premios y 4 nominaciones
Radio Free Albemuth,Julie Warner,"['Tommy Boy', 'Doc Hollywood']",1965,"Reparto, Dirección, Producción",1 nominación
Radio Free Albemuth,Bruce Hensel,"['Yo soy la justicia II', 'Radio Free Albemuth']",N/A,"Producción, Reparto, Guion",N/A
Radio Free Albemuth,Rosemary Harris,"['Spider-Man', 'Spider-Man 3']",1927,"Reparto, Banda sonora",5 premios y 7 nominaciones en total
El jugador número 5,Ryan Merriman,"['Destino final 3', 'Pretender']",1983,"Reparto, Producción",6 premios y 8 nominaciones
El jugador número 5,Andie MacDowell,"['Atrapado en el tiempo', 'Sexo, mentiras y cintas de vídeo']",1958,"Reparto, Producción, Guion",8 premios y 16 nominaciones
El jugador número 5,Aidan Quinn,"['Benny & Joon (El amor de los inocentes)', 'Prácticamente magia']",1959,"Reparto, Producción, Dirección",2 premios y 13 nominaciones en total
El jugador número 5,Michael Harding,"['Cuestión de justicia', 'El pájaro carpintero']",N/A,Reparto,N/A
El jugador número 5,Josh Smith,"['A Trivial Exclusion', 'El jugador número 5']",N/A,Reparto,N/A
El jugador número 5,Stacy Earl,"['Corazón indomable', 'Crazy']",1963,"Reparto, Música, Banda sonora","1,68 m"
El jugador número 5,Jillian Batherson,"['Los secretos de Sulphur Springs', 'Atlanta']",julio,Reparto,N/A
El jugador número 5,Sammy Nagi Njuguna,"['El jugador número 5', 'Go, Bolivia, Go!']",1988,Reparto,N/A
Redlight Greenlight,David Zalkind,"['La gran apuesta', 'Barry Seal: El traficante']",N/A,"Reparto, Dirección, Guion",N/A
Redlight Greenlight,Michael Harding,"['Cuestión de justicia', 'El pájaro carpintero']",N/A,Reparto,N/A
Redlight Greenlight,Josh Smith,"['A Trivial Exclusion', 'El jugador número 5']",N/A,Reparto,N/A
Redlight Greenlight,Stacy Earl,"['Corazón indomable', 'Crazy']",1963,"Reparto, Música, Banda sonora","1,68 m"
Redlight Greenlight,Jillian Batherson,"['Los secretos de Sulphur Springs', 'Atlanta']",julio,Reparto,N/A
Redlight Greenlight,Sammy Nagi Njuguna,"['El jugador número 5', 'Go, Bolivia, Go!']",1988,Reparto,N/A
Maharaja: The Story of Ranjit Singh,Gurpreet Ghuggi,"['Ardaas Karaan', 'Dunki']",1971,"Reparto, Música, Guion",1 premio
Maharaja: The Story of Ranjit Singh,Rocky Bhardwaj,['Maharaja: The Story of Ranjit Singh'],N/A,Reparto,N/A
Maharaja: The Story of Ranjit Singh,Gick Grewal,"['Shaheed-E-Mohabbat Boota Singh', 'Mitter Pyare Nu Haal Mureedan Da Kehna']",N/A,Reparto,N/A
Maharaja: The Story of Ranjit Singh,Inderjit Grewal,['Maharaja: The Story of Ranjit Singh'],N/A,Reparto,N/A
Maharaja: The Story of Ranjit Singh,Arpit,['Maharaja: The Story of Ranjit Singh'],N/A,Reparto,N/A
Maharaja: The Story of Ranjit Singh,Samar,['Maharaja: The Story of Ranjit Singh'],N/A,Reparto,N/A
Aaj Ke Karan Arjun,Surya Dwivedi,"['Jeena Teri Gali Mein', 'Karnan Napoleon Bhagat Singh']",N/A,Reparto,N/A
Aaj Ke Karan Arjun,Pakhi Hegde,"['Saat Saheliyan', 'Devra Bhail Deewana']",1985,"Reparto, Producción",N/A
Aaj Ke Karan Arjun,Kiran Kumar,"['Chalaak', 'Khuda Gawah']",1953,Reparto,1 nominación
Donkeys,James Cosmo,"['Braveheart', 'Los inmortales']",1948,"Reparto, Producción, Banda sonora",7 premios y 4 nominaciones
Donkeys,Tony Curran,"['Calibre', 'Deadwood: La película']",1969,"Reparto, Cámara y electricidad",4 premios y 6 nominaciones
Donkeys,Kate Dickie,"['Red Road', 'Prometheus']",1971,"Reparto, Producción",9 premios y 13 nominaciones
Donkeys,Martin Compston,"['Memorias de Queens', 'Line of Duty']",1984,"Reparto, Producción, Equipos adicionales",7 premios y 9 nominaciones
Donkeys,Natalie Press,"['Mi verano de amor', 'Sufragistas']",1973,Reparto,4 premios y 9 nominaciones en total
Donkeys,Brian Pettifer,"['Amadeus', 'Rab C. Nesbitt']",1953,"Reparto, Banda sonora",1 nominación
Donkeys,Natasha Watson,"['M.I.High', 'Donkeys']",1996,Reparto,N/A
Donkeys,Hope Ross,"['El partido', 'Bodyshifters']",N/A,Reparto,N/A
Krach,Gilles Lellouche,"['No se lo digas a nadie', 'El gran baño']",1972,"Reparto, Dirección, Guion",5 premios y 15 nominaciones
Krach,Vahina Giocante,"['Lila dice', 'Krach']",1981,Reparto,N/A
Krach,Qamar Khokhar,"['Krach', 'Alert']",N/A,Reparto,Qamar Abbas
Krach,Joffrey Verbruggen,"['La régate', 'Krach']",1989,"Reparto, Guion",N/A
Krach,Charles Berling,"['Ridicule. Nadie está a salvo', 'Elle']",1958,"Reparto, Guion, Dirección",2 premios y 6 nominaciones
Krach,Michael Madsen,"['Reservoir Dogs', 'Kill Bill: Volumen 1']",1957,"Reparto, Producción, Guion",20 premios y 7 nominaciones
Krach,Lisa Ray,"['Agua', 'Bollywood/Hollywood']",1972,Reparto,1 premio y 2 nominaciones
Krach,Jason Blicker,"['Ally McBeal', 'Bark Ranger']",N/A,"Reparto, Producción, Dirección",N/A
Moo-jeok-ja,Ju Jin-mo,"['Ssang-hwa-jeom', 'Sa-rang']",1974,Reparto,3 premios y 4 nominaciones
Moo-jeok-ja,Song Seung-heon,"['Gaeul donghwa', 'Law Firm']",1976,"Reparto, Banda sonora",4 premios y 4 nominaciones
Moo-jeok-ja,Kim Kang-woo,"['Gyeongui-seon', 'Taepungtaeyang']",1978,Reparto,2 premios
Moo-jeok-ja,Jo Han-sun,"['Neukdaeui yuhok', 'Yeolhyeol-nama']",1981,Reparto,2 nominaciones
Moo-jeok-ja,Lee Kyoung-young,"['Nae-bu-ja-deul', 'New World']",1960,"Reparto, Dirección, Guion",14 premios y 9 nominaciones
Moo-jeok-ja,Kim Jee-young,"['The Last Blossom', 'Taeyang-ui bunno']",1938,Reparto,N/A
Moo-jeok-ja,Kim Hae-gon,"['Sookmyeong', 'A bittersweet life']",1964,"Reparto, Guion, Dirección",Hae-Gon Kim
Moo-jeok-ja,Lim Hyeong-jun,"['Na-neun wang-i-ro-so-i-da', 'Moo-jeok-ja']",1974,Reparto,N/A
El escritor,Ewan McGregor,"['Moulin Rouge', 'Trainspotting']",1971,"Reparto, Producción, Guion",36 premios y 77 nominaciones en total
El escritor,Jon Bernthal,"['El lobo de Wall Street', 'El contable']",1976,"Reparto, Producción",5 premios y 17 nominaciones en total
El escritor,Tim Preece,"['El escritor', 'Ivanhoe']",1938,"Reparto, Guion",N/A
El escritor,Jim Belushi,"['Danko: Calor rojo', 'Superagente K-9']",1954,"Reparto, Música, Producción",1 premio y 1 nominación en total
El escritor,Timothy Hutton,"['Gente corriente', 'Las reglas del juego']",1960,"Reparto, Producción, Dirección",9 premios y 17 nominaciones en total
El escritor,Anna Botting,"['El escritor', 'Al filo del mañana']",1967,Reparto,N/A
El escritor,Yvonne Tomlinson,['El escritor'],N/A,Reparto,N/A
El escritor,Milton Welsh,"['El gran hotel Budapest', 'Conan el bárbaro']",1969,Reparto,N/A
Due vite per caso,Lorenzo Balducci,"['Solo per amore', '48 ore']",1982,"Reparto, Producción",N/A
Due vite per caso,Ivan Franek,"['Anna', 'La gran belleza']",1965,Reparto,3 premios
Due vite per caso,Isabella Ragonese,"['Toda la vida por delante', 'Il primo incarico']",1981,"Reparto, Dirección, Guion",14 premios y 10 nominaciones
Due vite per caso,Sarah Felberbaum,"['Il gioiellino', 'Due vite per caso']",1980,Reparto,N/A
Due vite per caso,Teco Celio,"['Tres colores: Rojo', 'Habemus Papam']",1952,Reparto,N/A
Due vite per caso,Monica Scattini,"['Nine', 'Lontano da dove']",1956,"Reparto, Dirección, Guion",N/A
Due vite per caso,Rocco Papaleo,"['Basilicata Coast to Coast', 'Una piccola impresa meridionale']",1958,"Reparto, Guion, Dirección",8 premios y 11 nominaciones
Due vite per caso,Riccardo Cicogna,"['La cura del gorilla', 'Game Therapy']",1978,Reparto,Riccardo Von Hoening Cicogna
Dreams ahead,Yuan Cao,"['Mei li de tou fa', 'Lost']",1988,Reparto,"1,66 m"
Holy Rollers,Jesse Eisenberg,"['La red social', 'Bienvenidos a Zombieland']",1983,"Reparto, Producción, Guion",23 premios y 62 nominaciones en total
Holy Rollers,Justin Bartha,"['Resacón en Las Vegas', 'Una relación peligrosa']",1978,"Reparto, Producción, Equipos adicionales",3 nominaciones
Holy Rollers,Ari Graynor,"['Nick y Nora, una noche de música y amor', 'The Disaster Artist']",1983,"Reparto, Producción, Banda sonora",2 premios y 1 nominación
Holy Rollers,Danny A. Abeckaser,"['Zohan: Licencia para peinar', 'First We Take Brooklyn']",N/A,"Reparto, Producción, Dirección",N/A
Holy Rollers,Mark Ivanir,"['Away', 'Babylon Berlin']",1968,"Reparto, Equipos adicionales, Sonido",2 premios y 6 nominaciones
Holy Rollers,Elizabeth Marvel,"['Valor de ley', 'Lincoln']",1969,"Reparto, Dirección, Guion",1 premio y 3 nominaciones
Holy Rollers,Jason Fuchs,"['Wonder Woman', 'It: Capítulo 2']",1986,"Reparto, Guion, Producción",5 premios y 3 nominaciones
Holy Rollers,Q-Tip,"['El gran Gatsby', 'Los ángeles de Charlie']",1970,"Música, Reparto, Composición",2 premios y 16 nominaciones
